query_id,question,resolved_doc_id,doc_id,chunk_id,doi,pmid,title,relevance,rationale,annotator,adjudication_status
thrombosis_q001,What complications are significantly reduced when using integrated short peripheral catheters compared to non integrated catheters?,a01794bf7974f8481fc90723194690bbc7ef8d064687827873f01d7e9c081757,a01794bf7974f8481fc90723194690bbc7ef8d064687827873f01d7e9c081757,c0b45a5a-5cf5-582a-99e8-f9175f7f26df,10.1093/cid/ciae195,,Effectiveness and Safety of Measures to Prevent Infections and Other Complications Associated With Peripheral Intravenous Catheters: A Systematic Review and Meta-analysis.,1,"Partially relevant to the topic of catheter complications, but does not directly compare integrated short peripheral catheters to non-integrated ones.",codex_semantic_review,accepted
thrombosis_q001,What complications are significantly reduced when using integrated short peripheral catheters compared to non integrated catheters?,a4d79c2d7c8f6bd4e88fc835ea0f93240290afc1c04af8a77c19b3919ef3c069,a4d79c2d7c8f6bd4e88fc835ea0f93240290afc1c04af8a77c19b3919ef3c069,7b1c6163-1a07-5eac-a533-7782fc37625d,10.1016/j.jpedsurg.2024.03.047,,Central Venous Catheter Consideration in Pediatric Oncology: A Systematic Review and Meta-analysis From the American Pediatric Surgical Association Cancer Committee.,0,"Focuses on central venous catheters in pediatric oncology, not peripheral catheters.",codex_semantic_review,accepted
thrombosis_q001,What complications are significantly reduced when using integrated short peripheral catheters compared to non integrated catheters?,abd6dd44d27063792e258acfd4c4929125b6c6671c4aa980d8985a68c1ed2255,abd6dd44d27063792e258acfd4c4929125b6c6671c4aa980d8985a68c1ed2255,bee94c02-1c69-5422-906a-5cf755c91afb,10.1017/ice.2025.10246,,Role of EDTA lock solution in preventing catheter-related bloodstream infections or central line-associated bloodstream infections: a systematic review and meta-analysis.,0,"Examines the role of EDTA lock solution in preventing CRBSI/CLABSI, not a comparison between integrated and non-integrated short peripheral catheters.",codex_semantic_review,accepted
thrombosis_q001,What complications are significantly reduced when using integrated short peripheral catheters compared to non integrated catheters?,bf095d4fdd8647fd03e451ffbf154fc40d7877ca577fb49dc1f660980a5387c8,bf095d4fdd8647fd03e451ffbf154fc40d7877ca577fb49dc1f660980a5387c8,65369019-081e-5e5c-a294-a3c9301a3288,10.1177/11297298231218468,,Integrated short peripheral intravenous cannulas and risk of catheter failure: A systematic review and meta-analysis.,2,Direct evidence for the asked comparison between integrated short peripheral intravenous cannulas and risk of catheter failure.,codex_semantic_review,accepted
thrombosis_q001,What complications are significantly reduced when using integrated short peripheral catheters compared to non integrated catheters?,c0236184d7043ba7e7863bffd0e79e5835c1c7777e567c452d93387b6a547a17,c0236184d7043ba7e7863bffd0e79e5835c1c7777e567c452d93387b6a547a17,edf9564d-bd1a-5de6-9afd-700b08b43f71,10.1007/s00520-024-08664-3,,Use of peripherally inserted central venous catheters and midline catheters for palliative care in patients with cancer: a systematic review.,0,Different type of catheter (peripherally inserted central venous catheters and midline catheters) and outcome measures.,codex_semantic_review,accepted
thrombosis_q001,What complications are significantly reduced when using integrated short peripheral catheters compared to non integrated catheters?,c87b892721821dc95a921a0b4afbe6466e5a25b9bc9241bbd4f12ae4b9eeb2c3,c87b892721821dc95a921a0b4afbe6466e5a25b9bc9241bbd4f12ae4b9eeb2c3,9739fd11-a4fb-51e0-96ca-deb21e7f2ac2,10.1016/j.jhin.2024.07.003,,Comparison of complication rates between midline catheters and peripherally inserted central catheters: a systematic review and meta-analysis of randomized controlled trials.,1,"Partially relevant to the topic, but compares complication rates between midline catheters and peripherally inserted central catheters, not integrated short peripheral catheters.",codex_semantic_review,accepted
thrombosis_q001,What complications are significantly reduced when using integrated short peripheral catheters compared to non integrated catheters?,ccdc605f4556e52be4e2c4bd021c23db1fc5f3816e6a2bbde951b9b61d1620bd,ccdc605f4556e52be4e2c4bd021c23db1fc5f3816e6a2bbde951b9b61d1620bd,9679f3f4-4200-55fa-b224-1c3f6e24a6ce,10.1590/1518-8345.6905.4161,,Prevention of complications related to peripherally inserted central catheter insertion techniques in newborns: systematic review and network meta-analysis.,0,Different intervention or outcome.,codex_semantic_review,accepted
thrombosis_q001,What complications are significantly reduced when using integrated short peripheral catheters compared to non integrated catheters?,ec2451ace17696e4c7602fdd4d313bfb707150afef4498aed183754988df4a11,ec2451ace17696e4c7602fdd4d313bfb707150afef4498aed183754988df4a11,f277a6ec-2077-5199-bc05-918472516533,10.7759/cureus.69167,,Intravascular Ultrasound-Guided Versus Angiography-Guided Percutaneous Coronary Intervention: A Systematic Review and Meta-Analysis.,0,"Different medical procedure and outcomes, not related to peripheral catheters",codex_semantic_review,accepted
thrombosis_q001,What complications are significantly reduced when using integrated short peripheral catheters compared to non integrated catheters?,f698615e1f3559a8746feac626ca97614b052a74ce872c093febb99a5211c2ed,f698615e1f3559a8746feac626ca97614b052a74ce872c093febb99a5211c2ed,04e394cd-12f1-54ac-8129-f13770219b34,10.1007/s00520-024-08853-0,,Central venous access device adverse events in pediatric patients with cancer: a systematic review and meta-analysis.,0,Different type of catheter and outcome measure.,codex_semantic_review,accepted
thrombosis_q002,Which catheter related outcomes showed only non significant trends favoring integrated short peripheral catheters?,29c3369741268331e3f30dc032f59707972c5953b2e0686c3147d4d3c8a631ab,29c3369741268331e3f30dc032f59707972c5953b2e0686c3147d4d3c8a631ab,f7a6d93b-9898-5171-b196-dcada9c70cda,10.1097/00006199-199111000-00002,,A meta-analysis of effects of heparin flush and saline flush: quality and cost implications.,0,Different flush solutions and outcomes.,codex_semantic_review,accepted
thrombosis_q002,Which catheter related outcomes showed only non significant trends favoring integrated short peripheral catheters?,2af22f59f289bc10c0668a569452e2cdc7a9fa8b3ec762826332c088848f6733,2af22f59f289bc10c0668a569452e2cdc7a9fa8b3ec762826332c088848f6733,1872bb9c-1172-5f33-8bfd-365876dc68c3,10.23736/S0021-9509.24.13150-3,,"Large bore access for transcatheter aortic valve replacement, endovascular aortic repair, and thoracic endovascular aortic repair. A review of anatomic challenges and operative considerations.",0,"Large bore access for different procedures, unrelated to catheter type or outcome.",codex_semantic_review,accepted
thrombosis_q002,Which catheter related outcomes showed only non significant trends favoring integrated short peripheral catheters?,3bd49a1eb6b81bfeee07bf08b41a16e1007921432c10c545bd611c0e1db6ca5e,3bd49a1eb6b81bfeee07bf08b41a16e1007921432c10c545bd611c0e1db6ca5e,acf0c8d3-ee31-5cf1-bea6-8ced25286800,10.1016/j.thromres.2024.02.022,,Complications associated to midline- and long peripheral catheters in adults. Systematic review of literature and proposal for a standardized model for data collection.,0,Different catheter types and outcomes compared to the question.,codex_semantic_review,accepted
thrombosis_q002,Which catheter related outcomes showed only non significant trends favoring integrated short peripheral catheters?,59a970ce3a674b8b843b8c8d5fd15c8028fa9de1af79fd589922ca609994db6e,59a970ce3a674b8b843b8c8d5fd15c8028fa9de1af79fd589922ca609994db6e,666fae17-e1ca-5edb-ba07-c92bc5418745,10.1111/ijn.13301,,Comparison of complications and indwelling time in midline catheters versus central venous catheters: A systematic review and meta-analysis.,1,"Compares midline catheters with central venous catheters, but does not address integrated short peripheral catheters.",codex_semantic_review,accepted
thrombosis_q002,Which catheter related outcomes showed only non significant trends favoring integrated short peripheral catheters?,5f286d6b4b9381ccb6882e797a4ccb9ad36920bd775de6986b35d0f1544aa31f,5f286d6b4b9381ccb6882e797a4ccb9ad36920bd775de6986b35d0f1544aa31f,db716463-00cb-5f47-962d-ee01fa434fc5,10.1177/17449871241268513,,Effects of self-management education integrated nursing on cancer patients with PICC placement: a systematic review and meta-analysis.,2,Direct evidence for reducing catheter-related complications in patients with PICC placement.,codex_semantic_review,accepted
thrombosis_q002,Which catheter related outcomes showed only non significant trends favoring integrated short peripheral catheters?,600ac93baa3b66d29a42b564f753d6db9cb5c58ded98106a84b27bcfbd26dac2,600ac93baa3b66d29a42b564f753d6db9cb5c58ded98106a84b27bcfbd26dac2,032e13ee-7581-5f2e-b0fd-69c1da18d226,10.1002/14651858.CD013366.pub2,,Peripherally inserted central catheter design and material for reducing catheter failure and complications.,0,"Focuses on peripherally inserted central catheters (PICCs) and their design/materials, not integrated short peripheral catheters.",codex_semantic_review,accepted
thrombosis_q002,Which catheter related outcomes showed only non significant trends favoring integrated short peripheral catheters?,654bc2141902687c9325cd6fbfcdfb0a6b42303ab20ecaed74c80bff00c5d242,654bc2141902687c9325cd6fbfcdfb0a6b42303ab20ecaed74c80bff00c5d242,19a19883-0b84-5030-968e-e6e120406677,10.1093/cid/ciaf063,,Effectiveness and safety of methods to prevent bloodstream and other infections and noninfectious complications associated with peripherally inserted central catheters: A systematic review and meta-analysis.,0,Different intervention or outcome.,codex_semantic_review,accepted
thrombosis_q002,Which catheter related outcomes showed only non significant trends favoring integrated short peripheral catheters?,6c4d0a7473468c87812d67d7119aed406f63089a1229f8d7f3fd74ccab2bf072,6c4d0a7473468c87812d67d7119aed406f63089a1229f8d7f3fd74ccab2bf072,3da64ab9-2f0e-553f-a996-69587c022dba,10.1016/s0897-1897(05)80057-6,,Efficacy of sodium chloride versus dilute heparin for maintenance of peripheral intermittent intravenous devices.,2,"Direct comparison of sodium chloride vs dilute heparin for peripheral intermittent intravenous devices, showing no significant difference in patency and complications.",codex_semantic_review,accepted
thrombosis_q002,Which catheter related outcomes showed only non significant trends favoring integrated short peripheral catheters?,747a6f67dfcad226d9b08b19619450b6e0a414c197839d61aa266513e39d170e,747a6f67dfcad226d9b08b19619450b6e0a414c197839d61aa266513e39d170e,03db6734-3dea-586d-842f-7940d31fee79,10.1080/16078454.2025.2450572,,Outcomes of peripherally inserted central catheter vs conventional central venous catheters in hematological cancer patients: a systematic review and meta-analysis.,0,"Comparison of PICC and CVC in hematological cancer patients, unrelated to short peripheral catheters or outcomes.",codex_semantic_review,accepted
thrombosis_q002,Which catheter related outcomes showed only non significant trends favoring integrated short peripheral catheters?,886d1bbda77e52cf7833be6afc63c23a4cdc0cd24f85dde90b8087323ce40b31,886d1bbda77e52cf7833be6afc63c23a4cdc0cd24f85dde90b8087323ce40b31,803bc75e-16a8-54b0-8d91-5edbd498a1a8,10.1001/jamainternmed.2023.8232,,Complication Rates of Central Venous Catheters: A Systematic Review and Meta-Analysis.,0,Different catheter type and focus on complication rates.,codex_semantic_review,accepted
thrombosis_q002,Which catheter related outcomes showed only non significant trends favoring integrated short peripheral catheters?,8edfa822bc0437756e2875d5871cee5124bd82c890904e121697e8272fd3d420,8edfa822bc0437756e2875d5871cee5124bd82c890904e121697e8272fd3d420,85754d35-9e5f-5d53-bb17-1730907019d0,10.3390/nursrep14010035,,Brachial Tunneled Peripherally Inserted Central Catheters and the Risk of Catheter Complications: A Systematic Review and Meta-Analysis.,2,"Direct comparison of tunneled vs conventional PICCs showing non-significant trends favoring integrated short peripheral catheters in terms of bleeding, overall success, procedural ",codex_semantic_review,accepted
thrombosis_q002,Which catheter related outcomes showed only non significant trends favoring integrated short peripheral catheters?,a01794bf7974f8481fc90723194690bbc7ef8d064687827873f01d7e9c081757,a01794bf7974f8481fc90723194690bbc7ef8d064687827873f01d7e9c081757,c0b45a5a-5cf5-582a-99e8-f9175f7f26df,10.1093/cid/ciae195,,Effectiveness and Safety of Measures to Prevent Infections and Other Complications Associated With Peripheral Intravenous Catheters: A Systematic Review and Meta-analysis.,1,"Partially relevant as it discusses prevention of infections and other complications associated with PIVCs, but does not directly compare different types of catheters or outcomes re",codex_semantic_review,accepted
thrombosis_q002,Which catheter related outcomes showed only non significant trends favoring integrated short peripheral catheters?,a4d79c2d7c8f6bd4e88fc835ea0f93240290afc1c04af8a77c19b3919ef3c069,a4d79c2d7c8f6bd4e88fc835ea0f93240290afc1c04af8a77c19b3919ef3c069,7b1c6163-1a07-5eac-a533-7782fc37625d,10.1016/j.jpedsurg.2024.03.047,,Central Venous Catheter Consideration in Pediatric Oncology: A Systematic Review and Meta-analysis From the American Pediatric Surgical Association Cancer Committee.,0,Different catheter type (central vs peripheral) and focus on management guidelines.,codex_semantic_review,accepted
thrombosis_q002,Which catheter related outcomes showed only non significant trends favoring integrated short peripheral catheters?,abd6dd44d27063792e258acfd4c4929125b6c6671c4aa980d8985a68c1ed2255,abd6dd44d27063792e258acfd4c4929125b6c6671c4aa980d8985a68c1ed2255,bee94c02-1c69-5422-906a-5cf755c91afb,10.1017/ice.2025.10246,,Role of EDTA lock solution in preventing catheter-related bloodstream infections or central line-associated bloodstream infections: a systematic review and meta-analysis.,0,"Focus on prevention of CRBSI/CLABSI with EDTA lock solution, not comparison of catheter types.",codex_semantic_review,accepted
thrombosis_q002,Which catheter related outcomes showed only non significant trends favoring integrated short peripheral catheters?,bf095d4fdd8647fd03e451ffbf154fc40d7877ca577fb49dc1f660980a5387c8,bf095d4fdd8647fd03e451ffbf154fc40d7877ca577fb49dc1f660980a5387c8,65369019-081e-5e5c-a294-a3c9301a3288,10.1177/11297298231218468,,Integrated short peripheral intravenous cannulas and risk of catheter failure: A systematic review and meta-analysis.,2,Direct evidence for the asked comparison between integrated short peripheral catheters and non-integrated SPCs.,codex_semantic_review,accepted
thrombosis_q002,Which catheter related outcomes showed only non significant trends favoring integrated short peripheral catheters?,c0236184d7043ba7e7863bffd0e79e5835c1c7777e567c452d93387b6a547a17,c0236184d7043ba7e7863bffd0e79e5835c1c7777e567c452d93387b6a547a17,edf9564d-bd1a-5de6-9afd-700b08b43f71,10.1007/s00520-024-08664-3,,Use of peripherally inserted central venous catheters and midline catheters for palliative care in patients with cancer: a systematic review.,0,Different intervention or outcome (PICCs and midline catheters in palliative care),codex_semantic_review,accepted
thrombosis_q002,Which catheter related outcomes showed only non significant trends favoring integrated short peripheral catheters?,c87b892721821dc95a921a0b4afbe6466e5a25b9bc9241bbd4f12ae4b9eeb2c3,c87b892721821dc95a921a0b4afbe6466e5a25b9bc9241bbd4f12ae4b9eeb2c3,9739fd11-a4fb-51e0-96ca-deb21e7f2ac2,10.1016/j.jhin.2024.07.003,,Comparison of complication rates between midline catheters and peripherally inserted central catheters: a systematic review and meta-analysis of randomized controlled trials.,1,"Partially relevant as it compares complication rates between midline catheters and peripherally inserted central catheters, but does not directly address the comparison of integrat",codex_semantic_review,accepted
thrombosis_q002,Which catheter related outcomes showed only non significant trends favoring integrated short peripheral catheters?,cc0f2d2590b09580d59b5cf67dd3a0367974ad984d8523194f4f8db7f4ca50e6,cc0f2d2590b09580d59b5cf67dd3a0367974ad984d8523194f4f8db7f4ca50e6,e40c360a-db7b-5763-a0d5-c18e2e53beee,10.1371/journal.pone.0305746,,The association between ABO blood types and peripherally inserted central catheter-related venous thrombosis for patients with cancer: A retrospective 7-year single-center experience and meta-analysis.,1,"Partial relevance as it discusses central venous catheters and complications, but does not compare integrated short peripheral catheters to other types.",codex_semantic_review,accepted
thrombosis_q002,Which catheter related outcomes showed only non significant trends favoring integrated short peripheral catheters?,ccdc605f4556e52be4e2c4bd021c23db1fc5f3816e6a2bbde951b9b61d1620bd,ccdc605f4556e52be4e2c4bd021c23db1fc5f3816e6a2bbde951b9b61d1620bd,9679f3f4-4200-55fa-b224-1c3f6e24a6ce,10.1590/1518-8345.6905.4161,,Prevention of complications related to peripherally inserted central catheter insertion techniques in newborns: systematic review and network meta-analysis.,0,"Focus on prevention of complications related to PICC insertion techniques in newborns, not comparison of catheter outcomes.",codex_semantic_review,accepted
thrombosis_q002,Which catheter related outcomes showed only non significant trends favoring integrated short peripheral catheters?,f698615e1f3559a8746feac626ca97614b052a74ce872c093febb99a5211c2ed,f698615e1f3559a8746feac626ca97614b052a74ce872c093febb99a5211c2ed,04e394cd-12f1-54ac-8129-f13770219b34,10.1007/s00520-024-08853-0,,Central venous access device adverse events in pediatric patients with cancer: a systematic review and meta-analysis.,0,Different population (pediatric patients with cancer) and focus on CVAD complications,codex_semantic_review,accepted
thrombosis_q003,How did integrated catheter design influence the overall risk of catheter failure in hospitalized patients?,3bd49a1eb6b81bfeee07bf08b41a16e1007921432c10c545bd611c0e1db6ca5e,3bd49a1eb6b81bfeee07bf08b41a16e1007921432c10c545bd611c0e1db6ca5e,acf0c8d3-ee31-5cf1-bea6-8ced25286800,10.1016/j.thromres.2024.02.022,,Complications associated to midline- and long peripheral catheters in adults. Systematic review of literature and proposal for a standardized model for data collection.,1,Compares catheter outcomes but does not specifically address integrated catheter design.,codex_semantic_review,accepted
thrombosis_q003,How did integrated catheter design influence the overall risk of catheter failure in hospitalized patients?,417ff8ca216100ec3aff2de4319e6da0e7be3ce7d90f6c6705b5d29994440443,417ff8ca216100ec3aff2de4319e6da0e7be3ce7d90f6c6705b5d29994440443,be360a34-a794-5210-9ee3-703ce7824f97,10.7759/cureus.72378,,Systematic Review and Meta-Analysis of Total Elbow Arthroplasty in Outpatient Versus Inpatient Settings.,0,Different intervention or outcome (total elbow arthroplasty vs. catheter design),codex_semantic_review,accepted
thrombosis_q003,How did integrated catheter design influence the overall risk of catheter failure in hospitalized patients?,59a970ce3a674b8b843b8c8d5fd15c8028fa9de1af79fd589922ca609994db6e,59a970ce3a674b8b843b8c8d5fd15c8028fa9de1af79fd589922ca609994db6e,666fae17-e1ca-5edb-ba07-c92bc5418745,10.1111/ijn.13301,,Comparison of complications and indwelling time in midline catheters versus central venous catheters: A systematic review and meta-analysis.,1,"Compares midline and central venous catheters, but does not discuss integrated catheter design or its influence on risk of failure.",codex_semantic_review,accepted
thrombosis_q003,How did integrated catheter design influence the overall risk of catheter failure in hospitalized patients?,5f2719dbd6a587468f5269a94ef66ca291b0298a688155863bd179d44baf3a09,5f2719dbd6a587468f5269a94ef66ca291b0298a688155863bd179d44baf3a09,4ed97daf-4085-5674-b920-1d6c98d9d82e,10.1177/11297298251317296,,Comparison between arm port and chest port: A systematic review and meta-analysis.,0,Different topic and comparison (venous access ports vs. catheter design),codex_semantic_review,accepted
thrombosis_q003,How did integrated catheter design influence the overall risk of catheter failure in hospitalized patients?,5f286d6b4b9381ccb6882e797a4ccb9ad36920bd775de6986b35d0f1544aa31f,5f286d6b4b9381ccb6882e797a4ccb9ad36920bd775de6986b35d0f1544aa31f,db716463-00cb-5f47-962d-ee01fa434fc5,10.1177/17449871241268513,,Effects of self-management education integrated nursing on cancer patients with PICC placement: a systematic review and meta-analysis.,2,Direct evidence for the asked comparison (catheter-related complications with integrated nursing),codex_semantic_review,accepted
thrombosis_q003,How did integrated catheter design influence the overall risk of catheter failure in hospitalized patients?,600ac93baa3b66d29a42b564f753d6db9cb5c58ded98106a84b27bcfbd26dac2,600ac93baa3b66d29a42b564f753d6db9cb5c58ded98106a84b27bcfbd26dac2,cdf38087-e694-511f-a13b-5208d40bab10,10.1002/14651858.CD013366.pub2,,Peripherally inserted central catheter design and material for reducing catheter failure and complications.,2,Directly addresses the effect of PICC design and material on reducing catheter failure and complications.,codex_semantic_review,accepted
thrombosis_q003,How did integrated catheter design influence the overall risk of catheter failure in hospitalized patients?,654bc2141902687c9325cd6fbfcdfb0a6b42303ab20ecaed74c80bff00c5d242,654bc2141902687c9325cd6fbfcdfb0a6b42303ab20ecaed74c80bff00c5d242,19a19883-0b84-5030-968e-e6e120406677,10.1093/cid/ciaf063,,Effectiveness and safety of methods to prevent bloodstream and other infections and noninfectious complications associated with peripherally inserted central catheters: A systematic review and meta-analysis.,1,"Partially relevant, but focuses on prevention of complications rather than catheter design influence",codex_semantic_review,accepted
thrombosis_q003,How did integrated catheter design influence the overall risk of catheter failure in hospitalized patients?,747a6f67dfcad226d9b08b19619450b6e0a414c197839d61aa266513e39d170e,747a6f67dfcad226d9b08b19619450b6e0a414c197839d61aa266513e39d170e,03db6734-3dea-586d-842f-7940d31fee79,10.1080/16078454.2025.2450572,,Outcomes of peripherally inserted central catheter vs conventional central venous catheters in hematological cancer patients: a systematic review and meta-analysis.,0,Different comparison and outcome.,codex_semantic_review,accepted
thrombosis_q003,How did integrated catheter design influence the overall risk of catheter failure in hospitalized patients?,886d1bbda77e52cf7833be6afc63c23a4cdc0cd24f85dde90b8087323ce40b31,886d1bbda77e52cf7833be6afc63c23a4cdc0cd24f85dde90b8087323ce40b31,803bc75e-16a8-54b0-8d91-5edbd498a1a8,10.1001/jamainternmed.2023.8232,,Complication Rates of Central Venous Catheters: A Systematic Review and Meta-Analysis.,0,"Focuses on complication rates of central venous catheters, but does not address integrated catheter design or its influence on risk of failure.",codex_semantic_review,accepted
thrombosis_q003,How did integrated catheter design influence the overall risk of catheter failure in hospitalized patients?,8edfa822bc0437756e2875d5871cee5124bd82c890904e121697e8272fd3d420,8edfa822bc0437756e2875d5871cee5124bd82c890904e121697e8272fd3d420,85754d35-9e5f-5d53-bb17-1730907019d0,10.3390/nursrep14010035,,Brachial Tunneled Peripherally Inserted Central Catheters and the Risk of Catheter Complications: A Systematic Review and Meta-Analysis.,1,"Relevant topic, but different catheter design and complications compared to the question.",codex_semantic_review,accepted
thrombosis_q003,How did integrated catheter design influence the overall risk of catheter failure in hospitalized patients?,a01794bf7974f8481fc90723194690bbc7ef8d064687827873f01d7e9c081757,a01794bf7974f8481fc90723194690bbc7ef8d064687827873f01d7e9c081757,c0b45a5a-5cf5-582a-99e8-f9175f7f26df,10.1093/cid/ciae195,,Effectiveness and Safety of Measures to Prevent Infections and Other Complications Associated With Peripheral Intravenous Catheters: A Systematic Review and Meta-analysis.,0,"Different topic, focus on peripheral intravenous catheters.",codex_semantic_review,accepted
thrombosis_q003,How did integrated catheter design influence the overall risk of catheter failure in hospitalized patients?,a4d79c2d7c8f6bd4e88fc835ea0f93240290afc1c04af8a77c19b3919ef3c069,a4d79c2d7c8f6bd4e88fc835ea0f93240290afc1c04af8a77c19b3919ef3c069,7b1c6163-1a07-5eac-a533-7782fc37625d,10.1016/j.jpedsurg.2024.03.047,,Central Venous Catheter Consideration in Pediatric Oncology: A Systematic Review and Meta-analysis From the American Pediatric Surgical Association Cancer Committee.,0,Focus on central venous catheters in pediatric oncology.,codex_semantic_review,accepted
thrombosis_q003,How did integrated catheter design influence the overall risk of catheter failure in hospitalized patients?,abd6dd44d27063792e258acfd4c4929125b6c6671c4aa980d8985a68c1ed2255,abd6dd44d27063792e258acfd4c4929125b6c6671c4aa980d8985a68c1ed2255,bee94c02-1c69-5422-906a-5cf755c91afb,10.1017/ice.2025.10246,,Role of EDTA lock solution in preventing catheter-related bloodstream infections or central line-associated bloodstream infections: a systematic review and meta-analysis.,0,"Focus on lock solutions for preventing infections, not catheter design or failure risk.",codex_semantic_review,accepted
